Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 06/06  06:00:00,311.061051784,33.8960094923,92.2515079767,0.0,51.0481707146,78.1489452969,298.512598612,0.233743659318,16.6606,281.618254953
 06/06  07:00:00,390.901437364,35.4303840218,112.055990546,0.0,64.3609230253,109.708623606,423.449065049,17.0517609508,24.9909,381.406404098
 06/06  08:00:00,349.917487979,35.3647493603,113.964948294,0.0,51.0481707146,80.7689615957,334.822477088,7.01975753087,33.3212,294.481519558
 06/06  09:00:00,321.476654299,35.8641463538,114.02639368,0.0,51.0481707146,71.0224615957,291.696505197,0.0,66.8089,224.887605197
 06/06  10:00:00,274.163314505,35.9579736255,115.296283727,0.0,32.1804615127,65.7244621605,259.303050802,3.9041441831,83.4695,171.929406618
 06/06  11:00:00,275.530048311,36.0519437774,115.616817128,0.0,32.1804615127,65.7244621605,226.515676263,5.67342848399,83.4695,137.372747779
 06/06  12:00:00,275.36123773,36.1179573586,115.710286433,0.0,32.1804615127,65.7244621605,219.873981752,5.73618097445,83.4695,130.668300777
 06/06  13:00:00,266.136697404,36.0758833389,115.732350918,0.0,32.1804615127,55.9779621605,211.719068861,6.06152841632,75.1392,130.518340444
 06/06  14:00:00,265.741934721,36.1070101413,115.240358295,0.0,32.1804615127,55.9779621605,203.212429776,6.02759565236,66.8089,130.375934124
 06/06  15:00:00,264.875227675,36.1363316559,114.343723714,0.0,32.1804615127,55.9779621605,210.959591171,5.42942157445,75.1392,130.390969596
 06/06  16:00:00,294.099900699,36.0560250478,114.409257655,0.0,32.1804615127,60.9114621605,187.50617105,1.21150118631,91.7998,94.494869864
 06/06  17:00:00,328.939866963,35.6036032875,114.685215089,0.0,32.1804615127,77.5397301883,203.721133236,7.88527515146,49.9818,145.854058085
 06/06  18:00:00,381.859744862,35.725097415,114.148398845,0.0,77.122965704,86.2600435998,324.607451243,10.1277126123,49.9818,264.497938631
 06/06  19:00:00,392.205853737,35.7513309104,115.458808579,0.0,102.647051061,80.1663183927,235.312469382,11.0407456115,33.3212,190.95052377
 06/06  20:00:00,431.682884049,35.7010369923,116.184245069,0.0,115.40909374,92.7192997104,240.899372875,11.6838620285,33.3212,195.894310847
 06/06  21:00:00,407.008588679,35.7423671388,115.191604678,0.0,102.647051061,94.1340635361,319.285147104,12.2865677322,24.9909,282.007679372
 06/06  22:00:00,342.926572115,35.758513212,117.60502516,0.0,77.122965704,65.871452062,247.061738947,15.0262198032,16.6606,215.374919144
 06/06  23:00:00,277.01012877,35.6815172826,119.877168068,0.0,38.286128036,48.4199368926,151.429140734,20.6070618062,8.3303,122.491778928
 06/06  24:00:00,184.982396554,32.446412475,70.0042063112,0.0,25.5240853573,30.610668775,97.8153371195,0.155169598179,3.33212,94.3280475214
 06/07  01:00:00,191.297355712,32.9641256955,82.8461044226,0.0,19.418418834,29.3649097162,77.0583097602,0.0990467652465,3.33212,73.627142995
 06/07  02:00:00,168.336798213,32.5758407801,68.6224536853,0.0,12.7620426787,28.1191506574,71.6056843948,0.775900043356,3.33212,67.4976643515
 06/07  03:00:00,174.530250861,32.9641256955,74.2911777963,0.0,12.7620426787,28.1191506574,77.1320578169,0.166744292255,3.33212,73.6331935246
 06/07  04:00:00,171.593608282,32.5758407801,65.3889365587,0.0,12.7620426787,28.1191506574,98.3836890405,0.751231497295,3.33212,94.3003375432
 06/07  05:00:00,191.534007795,32.446412475,63.5475853702,0.0,25.5240853573,30.610668775,179.990117862,2.7844189926,8.3303,168.87539887
 06/07  06:00:00,310.790221322,33.8960094923,93.9429821278,0.0,51.0481707146,78.1489452969,300.31221329,1.57837630738,16.6606,282.073236982
 06/07  07:00:00,390.902123297,35.4372413229,114.192736386,0.0,64.3609230253,109.708623606,415.711751078,17.256006034,24.9909,373.464845044
 06/07  08:00:00,350.413557066,35.37227689,115.801298188,0.0,51.0481707146,80.7689615957,336.918516447,7.10553007475,33.3212,296.491786372
 06/07  09:00:00,323.475875641,35.8642523147,116.254043533,0.0,51.0481707146,71.0224615957,288.774039686,0.0,66.8089,221.965139686
 06/07  10:00:00,275.880054381,35.9619041189,117.174243659,0.0,32.1804615127,65.7244621605,265.474254366,3.36569815579,83.4695,178.63905621
 06/07  11:00:00,276.401112291,36.0640817676,116.527154093,0.0,32.1804615127,65.7244621605,219.801486532,4.96001269639,83.4695,131.371973835
 06/07  12:00:00,275.244077865,36.1251597459,115.396190534,0.0,32.1804615127,65.7244621605,225.415837817,5.32783727723,83.4695,136.618500539
 06/07  13:00:00,266.291354017,36.0779410953,115.85019373,0.0,32.1804615127,55.9779621605,211.069605198,5.43026049287,75.1392,130.500144706
 06/07  14:00:00,265.824501408,36.1076669498,115.342078982,0.0,32.1804615127,55.9779621605,199.854804798,5.57974892067,66.8089,127.466155877
 06/07  15:00:00,265.25656587,36.1363675715,114.760252074,0.0,32.1804615127,55.9779621605,207.283543161,5.41405091776,75.1392,126.730292243
 06/07  16:00:00,294.48973293,36.039791464,114.835158731,0.0,32.1804615127,60.9114621605,193.654467985,1.07892240622,91.7998,100.775745578
 06/07  17:00:00,327.788399007,35.593340976,113.543159413,0.0,32.1804615127,77.5397301883,203.634801548,7.82548613218,49.9818,145.827515416
 06/07  18:00:00,380.019546858,35.7218293156,111.737827676,0.0,77.122965704,86.2600435998,318.717678863,10.1951039509,49.9818,258.540774912
 06/07  19:00:00,391.30288868,35.7576836904,113.188389889,0.0,102.647051061,80.1663183927,240.75820374,11.1408847965,33.3212,196.296118943
 06/07  20:00:00,430.114796477,35.7084925028,113.29584388,0.0,115.40909374,92.7192997104,240.025353128,11.8054213433,33.3212,194.898731784
 06/07  21:00:00,406.191752085,35.75079526,113.517089431,0.0,102.647051061,94.1340635361,320.224998607,12.4121287358,24.9909,282.821969871
 06/07  22:00:00,341.149160731,35.7639559463,115.403617921,0.0,77.122965704,65.871452062,246.840918551,14.9580370662,16.6606,215.222281485
 06/07  23:00:00,275.192584905,35.683645405,117.666159246,0.0,38.286128036,48.4199368926,145.055188559,20.6879938812,8.3303,116.036894677
 06/07  24:00:00,182.338470557,32.446412475,67.2390993147,0.0,25.5240853573,30.610668775,104.090112619,0.159429652332,3.33212,100.598562966
 06/08  01:00:00,189.612768558,32.9641256955,80.9983054007,0.0,19.418418834,29.3649097162,70.9332487961,0.101659473428,3.33212,67.4994693226
 06/08  02:00:00,167.388130412,32.5758407801,67.4455619255,0.0,12.7620426787,28.1191506574,77.7494338729,0.791653978704,3.33212,73.6256598942
 06/08  03:00:00,174.118562493,32.9641256955,73.5437948189,0.0,12.7620426787,28.1191506574,77.1234462311,0.168334939248,3.33212,73.6229912918
 06/08  04:00:00,179.921714269,32.9641256955,72.7300940177,0.0,12.7620426787,28.1191506574,97.8246909744,0.19000764764,3.33212,94.3025633268
 06/08  05:00:00,191.703993887,32.446412475,63.4049163151,0.0,25.5240853573,30.610668775,171.146787083,0.243372003661,8.3303,162.57311508
 06/08  06:00:00,309.806102068,33.8960094923,92.2993915674,0.0,51.0481707146,78.1489452969,298.266806839,0.243361135156,16.6606,281.362845704
 06/08  07:00:00,390.063495046,35.4553060346,112.611257313,0.0,64.3609230253,109.708623606,423.779819931,17.492798653,24.9909,381.296121278
 06/08  08:00:00,349.829455719,35.411778806,114.929691846,0.0,51.0481707146,80.7689615957,334.323702174,7.17765831907,33.3212,293.824843855
 06/08  09:00:00,322.559916963,35.865330861,114.84771648,0.0,51.0481707146,71.0224615957,288.185496373,0.0,66.8089,221.376596373
 06/08  10:00:00,274.882499142,36.0117051633,115.009824102,0.0,32.1804615127,65.7244621605,261.348034338,2.83764374132,83.4695,175.040890597
 06/08  11:00:00,275.98828571,36.1021445722,115.090865846,0.0,32.1804615127,65.7244621605,225.374478034,4.60375620845,83.4695,137.301221826
 06/08  12:00:00,275.176132568,36.1595713358,114.935771453,0.0,32.1804615127,65.7244621605,218.822167726,4.69682236817,83.4695,130.655845358
 06/08  13:00:00,266.139506733,36.0920398407,115.673084984,0.0,32.1804615127,55.9779621605,210.24184355,4.61257284793,75.1392,130.490070702
 06/08  14:00:00,266.525807943,36.1178353175,116.016915663,0.0,32.1804615127,55.9779621605,201.639271493,4.49109366391,66.8089,130.339277829
 06/08  15:00:00,265.25709553,36.1484770283,114.708344839,0.0,32.1804615127,55.9779621605,202.884764045,3.93017037624,75.1392,123.815393669
 06/08  16:00:00,295.03256866,36.2185016865,115.162765835,0.0,32.1804615127,60.9114621605,193.490664633,0.926586932504,91.7998,100.764277701
 06/08  17:00:00,329.710333581,35.7002027621,115.346367885,0.0,32.1804615127,77.5397301883,203.209862789,7.43168973368,49.9818,145.796373055
 06/08  18:00:00,380.481460401,35.8076209869,112.0938752,0.0,77.122965704,86.2600435998,318.432735477,10.0141796848,49.9818,258.436755792
 06/08  19:00:00,390.481902843,35.8256209629,111.934456709,0.0,102.647051061,80.1663183927,240.532776491,10.9691235492,33.3212,196.242452941
